id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32224172,Sonder | Stock Exchange | Restful 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,235,2,7,2019-06-24,1.52,327,306
30389504,"Sweet Chelsea Studio w/ Balcony, Doorman + Gym by Blueground",107434423,Blueground,Manhattan,Chelsea,Entire home/apt,283,30,0,,,232,334
26351621,Modern Home on the Park,4292600,Owen,Brooklyn,Fort Greene,Entire home/apt,120,3,9,2019-06-14,0.75,1,0
34086213,"Spacious, Bright BK Two-Bed with Vintage Flare",257171785,Matt,Brooklyn,Williamsburg,Entire home/apt,295,2,1,2019-06-02,0.81,1,0
16026567,Cozy Room In Williamsburg Near Trains❤️,13394035,Samuel,Brooklyn,Williamsburg,Private room,49,20,85,2019-05-27,2.74,1,35
11282348,Unique Lincoln Square 1 BR Apt,58931360,Juliana,Manhattan,Upper West Side,Entire home/apt,250,3,6,2016-07-06,0.15,1,0
12388091,Diamond in Upper West Side,1704335,Rem,Manhattan,Upper West Side,Private room,56,7,1,2016-06-05,0.03,1,0
30392930,Bright + Mod Tribeca Studio w/ Indoor pool + Gym by Blueground,107434423,Blueground,Manhattan,Tribeca,Entire home/apt,332,30,1,2019-02-05,0.19,232,1
33937108,#2 ROOM 4LEDY (4 guests),256235740,Levi,Brooklyn,Crown Heights,Shared room,45,2,0,,,3,179
4060526,Private Room A,10384906,Susan,Brooklyn,Sunset Park,Private room,39,1,51,2019-06-09,0.88,5,273
26911755,Eclectic sun-filled LES one bedroom,16253164,K,Manhattan,Lower East Side,Entire home/apt,110,5,3,2019-03-16,0.28,1,1
23091135,Large 500 square ft Studio in Woodside Queens,5117805,David,Queens,Woodside,Entire home/apt,65,2,14,2018-11-10,0.84,1,0
6330321,2-Bdrm Entire Apartment St. George,6319915,Jason,Staten Island,St. George,Entire home/apt,89,4,129,2019-06-30,2.57,2,25
13059631,Nice room in up and coming Bushwick,15720806,Ralph,Brooklyn,Bedford-Stuyvesant,Private room,50,3,0,,,1,0
13495361,Charming 1BR in the heart of Greenwich Village,11414858,Alex,Manhattan,Greenwich Village,Entire home/apt,200,4,0,,,1,0
27241336,your home in the big apple,202329412,Anthony Michel,Brooklyn,Crown Heights,Private room,46,1,13,2019-05-27,1.13,1,301
24653197,Midwood,104497453,Mark,Brooklyn,Midwood,Private room,200,3,1,2018-07-29,0.09,3,88
749108,Cozy 4 BR Brooklyn townhouse in Clinton Hill,3936154,Molly,Brooklyn,Clinton Hill,Entire home/apt,575,3,12,2019-07-01,0.15,1,0
19923377,Cozy Brightly Lit Room in Huge Loft Space,48081884,Laura,Brooklyn,Williamsburg,Private room,65,3,15,2019-05-27,0.65,2,2
3288625,Sunny and Spacious 1BR Loft in Williamsburg,4042938,Alexandra,Brooklyn,Williamsburg,Entire home/apt,175,10,0,,,1,0
19966023,Spacious 2 Bedroom at the heart of East Village,8977208,Rachel,Manhattan,East Village,Entire home/apt,130,30,0,,,1,186
21177608,Feng Shui Private Room In Brooklyn,19177308,Stephany,Brooklyn,Bushwick,Private room,48,2,39,2019-06-19,1.83,4,179
1608220,The Heart of Bushwick!,7009551,Joseph,Brooklyn,Bushwick,Private room,48,7,61,2019-02-15,0.87,1,0
12367673,Large cosy room-Financial District,12326402,Daniela,Manhattan,Financial District,Private room,80,1,5,2016-11-09,0.13,1,0
35233037,Cozy and Bright 2 bedroom 2 full bathroom apt,89161588,Emm & Gabe,Manhattan,East Village,Private room,390,1,0,,,1,365
34485738,Large Midtown Manhattan Penthouse,261632622,Royalton,Manhattan,Theater District,Private room,100,1,0,,,9,283
1878692,Andrea's bohemian pied-a-terre,9782676,Andrea,Manhattan,Greenwich Village,Entire home/apt,173,5,143,2019-06-26,2.13,1,144
3581652,Duplex in SoHa,18041691,Sebastien,Manhattan,Harlem,Entire home/apt,225,1,5,2016-07-29,0.09,1,0
19974905,Esteem's Place,141615596,Esteem,Bronx,Parkchester,Shared room,26,1,18,2019-04-23,0.78,2,342
21024098,307 E 44th st beautiful fully furnished,53179388,Raymond,Manhattan,Midtown,Entire home/apt,175,30,2,2018-09-05,0.15,10,161
8649144,Spacious & Bright 1BR Williamsburg,8733761,Eli,Brooklyn,Williamsburg,Entire home/apt,150,5,9,2016-10-16,0.2,1,0
33653735,Clean and comfortable private room in NYC,27947449,Teya,Bronx,Parkchester,Private room,45,1,10,2019-06-16,4.92,2,352
498120,Hi Traveler.. welcome,2459648,Ellen,Bronx,Allerton,Private room,35,7,2,2018-07-23,0.17,1,90
7617511,Cute room in Williamburg,6828611,Ashley,Brooklyn,Williamsburg,Private room,70,1,4,2015-12-29,0.09,1,0
18872858,Elegant  Studio in a great cottage,57165692,Charles,Bronx,Baychester,Entire home/apt,75,4,69,2019-07-06,2.68,2,119
30459588,Beautiful and open apartment in Hamilton Heights,6407054,Melissa,Manhattan,Harlem,Shared room,34,1,17,2019-07-02,2.33,3,4
23501,Monkey Retreat Manhattan,63318,Meka,Manhattan,Washington Heights,Private room,65,2,68,2012-11-01,0.6,1,312
8522756,In the heart of the East Village,44875359,Sandra,Manhattan,East Village,Shared room,60,10,0,,,2,0
28811035,New York House,217293060,Mohan,Manhattan,Greenwich Village,Entire home/apt,175,90,0,,,4,311
7222354,"Sunny Upper East Side Apt, Balcony",18489745,Fon,Manhattan,Upper East Side,Private room,86,2,2,2016-03-13,0.04,1,0
31207065,Nice Room in Sunnyside (15 min to Times Square),222886357,Grace,Queens,Sunnyside,Private room,33,1,7,2019-06-16,1.11,2,0
17975818,Beautiful large private room in the heart of Soho,11259589,Eloise,Manhattan,Chinatown,Private room,99,3,3,2017-06-28,0.11,1,0
32529302,Manhattan apartment | Perfect SOHO location,76484622,Felix,Manhattan,Greenwich Village,Entire home/apt,215,4,2,2019-06-22,0.53,1,148
888905,"Sunny bedroom, next to subway and Central Park",4714927,Elisa,Manhattan,East Harlem,Private room,60,2,53,2019-06-19,0.86,4,0
23100862,Heaven On Earth,142447586,Winnie & Andy,Bronx,Williamsbridge,Private room,41,3,1,2018-02-11,0.06,4,0
28068963,❤️❤️NEW 2 level home 15min to the Beach ⚓ BOOK NOW,129222253,Andy,Bronx,Williamsbridge,Entire home/apt,280,2,32,2019-07-03,3.09,3,344
30956885,Entire Loft Apartment in Soho/NoHo/Nolita,96049478,Lida,Manhattan,NoHo,Entire home/apt,550,7,4,2019-05-13,1.38,1,14
13436132,Bright studio in the heart of the east village,4996789,Christine,Manhattan,East Village,Entire home/apt,142,1,146,2019-06-25,3.92,1,78
19914250,Close to all NYC! Perfect place and cozy room,48972208,Yuri,Manhattan,Hell's Kitchen,Private room,89,1,0,,,1,0
8838341,Beautiful Oversized King Bedroom - Entire Apt,5172606,Paula,Manhattan,Upper West Side,Entire home/apt,175,3,0,,,1,0
36275781,Private Bedroom in Duplex in Williamsburg,271282883,Terence,Brooklyn,Greenpoint,Private room,109,6,0,,,2,54
35669284,Cozy private room in newly renovated house,268122129,Sergii,Brooklyn,Bushwick,Private room,72,30,0,,,5,341
33781532,Fabulous 3BR/3BA NoMad Midtown LOFT,253474169,Zoie + Chris,Manhattan,Midtown,Entire home/apt,800,3,13,2019-06-20,4.59,1,84
16453520,"Beautiful, cozy 1bedroom in Williamsburg",1647202,Katya,Brooklyn,Williamsburg,Entire home/apt,100,1,37,2019-05-28,1.28,1,44
23024273,LOFT#1 - Broadway Av. Amazing Location! SoHo,108029974,Agustina,Manhattan,Greenwich Village,Entire home/apt,495,6,12,2019-06-14,0.84,4,52
14683956,PERFECT LONG TERM RENTAL~1 BR- EAST 60TH STREET!,2856748,Ruchi,Manhattan,Upper East Side,Entire home/apt,175,30,0,,,49,365
12040331,Lrg 2 BR Duplex Top 2 Flrs Terrace West Village,64454893,Atul,Manhattan,Greenwich Village,Entire home/apt,999,3,11,2019-05-04,0.28,1,164
33093855,Morden 3 person shared room  fully furnished.,248161322,Sergii,Brooklyn,Bushwick,Shared room,35,30,0,,,14,341
35598472,Clean Affordable Luxury Studio on Wall St,267818706,Jonathan,Manhattan,Financial District,Entire home/apt,205,1,3,2019-06-23,3.0,1,45
13630755,Apartment Available in Bay Ridge Brooklyn,79020870,Sharn,Brooklyn,Fort Hamilton,Shared room,179,1,0,,,1,0
17283064,法拉盛summer家(B)closed to JFK&LGA&Citi Field#parking,62023756,Chang,Queens,Fresh Meadows,Private room,69,1,62,2019-07-05,4.26,3,65
2178294,Garden apt in Wlmsbrg - Lorimer L,5716241,Aditya,Brooklyn,Williamsburg,Entire home/apt,140,2,6,2019-01-02,0.1,1,0
28386154,Charming Bedroom in Brooklyn Navy Yard,30185638,Nima,Brooklyn,Fort Greene,Private room,85,5,29,2019-06-18,2.91,1,240
30156697,WEST VILLAGE Bohemian flat in neo-Tudor town house,27636707,Gaia&Pietro,Manhattan,West Village,Entire home/apt,300,3,21,2019-07-01,5.25,5,308
10016343,Grand Madison Avenue Loft,50760546,CRNY Monthly Rentals,Manhattan,Midtown,Entire home/apt,155,29,0,,,31,327
35096397,Cozy Studio apartment,257623201,Hank,Brooklyn,Flatlands,Entire home/apt,75,1,8,2019-06-26,5.58,1,149
7294225,East Vlg 2 bdrm Private Apt - 1 Block to Union Sq,10353278,James,Manhattan,East Village,Entire home/apt,480,3,2,2016-08-01,0.04,2,0
32493667,JFK LUXURY BEDROOM # 4,244082709,Jfk,Queens,Springfield Gardens,Private room,85,1,14,2019-07-05,3.89,7,163
13329706,Charming apartment with parking in the heart of Qs,55829442,Shahar,Queens,Kew Gardens Hills,Entire home/apt,40,10,4,2016-07-18,0.11,1,0
4236107,nice apt in west village,14729523,Zherui,Manhattan,West Village,Private room,110,1,0,,,1,0
4424511,"Great location, cozy, near F, G, R!",3641595,Deirdre,Brooklyn,Park Slope,Entire home/apt,160,1,323,2019-06-22,5.81,1,211
29306590,Cozy Room in Brooklyn,51699123,Bo,Brooklyn,Bushwick,Private room,65,2,31,2019-07-05,5.08,2,125
35064014,Peaceful.,264128458,Nathaniel,Brooklyn,Fort Greene,Private room,50,1,4,2019-06-24,3.08,1,336
13398348,Your Own Apartment corner of Bedford and Grand!,1570170,Kristina,Brooklyn,Williamsburg,Entire home/apt,125,3,97,2019-06-24,2.65,2,216
35842456,"spacious room, subway, LIRR &private parking",26802715,Wu,Queens,Flushing,Private room,54,4,0,,,2,68
32672993,Cozy room in LES/Chinatown,2238256,Jaclyn,Manhattan,Chinatown,Private room,128,13,0,,,1,91
12972292,Private Room for two guests in Cozy apartment,68139551,Kamil,Queens,Maspeth,Private room,58,1,60,2019-05-06,1.57,3,346
249414,Large & bright 900ft² 1br in WV,1306587,Andy,Manhattan,West Village,Entire home/apt,246,4,6,2017-06-28,0.16,1,0
53137,"Quiet, sunny Midtown Manhattan apt.",240360,Marlaine,Manhattan,Hell's Kitchen,Entire home/apt,195,5,10,2019-07-01,1.01,1,0
10126128,Temporary habitat home,43128266,常春,Manhattan,Washington Heights,Shared room,36,1,20,2019-06-23,0.47,3,324
6908837,**Caribbean Blue- 8 mins to JFK **,36205028,Mrs. T,Queens,Jamaica,Private room,53,1,189,2019-06-21,3.9,2,348
21226494,Affordable Space in Washington Heights Manhattan,122642839,Dylan,Manhattan,Washington Heights,Shared room,60,1,0,,,1,0
21587838,Full Service  Pool 1 bed Huge Terrace washer dryer,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt,160,31,2,2018-12-28,0.19,33,324
35822763,Quiet space in Brooklyn,3599030,Julianna,Brooklyn,Crown Heights,Private room,85,2,0,,,1,363
14141050,Two bedrooms available in a cozy apartment.,1715674,Shriya,Brooklyn,Windsor Terrace,Private room,130,2,4,2018-01-01,0.11,1,0
33064746,Central Park 2 Bed Apt. Steps from Park & Subway,11305100,Shae,Manhattan,Harlem,Entire home/apt,150,3,6,2019-06-03,1.59,1,10
29391852,Room in heart of Bushwick with private entrance,131305000,David,Brooklyn,Bushwick,Private room,65,3,16,2019-06-17,1.82,1,74
26643374,Williamsburg Modern Apt - same block as L/G train.,14927030,Bianca,Brooklyn,Williamsburg,Entire home/apt,200,5,0,,,1,103
19709550,Artist 1.5 bedroom WHOLE apartment in central NY!,38204730,Kathy,Manhattan,Gramercy,Entire home/apt,239,5,2,2018-01-02,0.08,3,266
5823337,Beautiful 2BR Upper West Side,30224326,Matthew,Manhattan,Morningside Heights,Entire home/apt,150,7,2,2016-08-11,0.05,1,0
23250710,Bright Modern Chic & Clean East Village APT,109061785,Jeff,Manhattan,East Village,Entire home/apt,189,1,40,2019-06-22,2.37,1,73
22294297,5th Avenue One Bedroom,4085770,Omar,Manhattan,Upper East Side,Entire home/apt,500,19,0,,,1,0
9804516,High rise apartment with Central Park views!,49347242,Josephine,Manhattan,Hell's Kitchen,Entire home/apt,180,1,3,2016-08-22,0.08,1,0
7724136,Large Lower East Side 1 BDR,40585961,Miguel,Manhattan,Lower East Side,Private room,85,1,0,,,1,0
12751471,Cozy 'n Quiet Upper Manhattan Room,4497670,Michael,Manhattan,Inwood,Private room,46,7,1,2016-08-07,0.03,1,0
28181243,"Kosher, newly renovated, stylish 1 bedroom",15529083,Melissa,Brooklyn,Crown Heights,Entire home/apt,200,3,2,2018-12-30,0.24,1,362
16380258,MANHATTAN MODERN NEAR CENTRAL PARK!,99237414,Peter,Manhattan,East Harlem,Private room,79,3,21,2019-06-21,0.69,1,46
35972538,3bedroom First Floor apt in prime Williamsburg,3068092,Marc,Brooklyn,Williamsburg,Entire home/apt,196,1,0,,,1,95
27961920,CORNER SUITE HIGH CELING in a Luxury Building,828519,Teresa,Manhattan,Hell's Kitchen,Private room,149,5,13,2019-06-23,1.26,1,123
26641779,Clean and modern space in Clinton Hills,182152235,Tyrone,Brooklyn,Bedford-Stuyvesant,Entire home/apt,148,2,38,2019-07-01,3.28,2,102
27169644,"Bright, Simple, Cozy 1br. Apt in East Williamsburg",204577752,Lilia & Gaby,Brooklyn,Williamsburg,Entire home/apt,135,2,44,2019-06-24,4.11,1,7
23763320,Spacious Brooklyn Brownstone with Backyard & Cat,1181486,Kurt,Brooklyn,Bushwick,Entire home/apt,84,9,1,2018-03-13,0.06,1,0
25998807,"Great Private Room in Midtown, great Location!",193364875,Silva,Manhattan,Hell's Kitchen,Private room,98,2,64,2019-07-05,5.65,1,54
12749145,Bright & Spacious Studio Apartment,2838615,Matt,Brooklyn,Williamsburg,Entire home/apt,239,3,5,2018-01-02,0.13,1,0
6084475,"Room in Lic, Queens brick townhouse",31534322,Nia,Queens,Long Island City,Private room,60,2,83,2019-06-03,1.65,4,81
9862872,A cozy place in Bayridge,50762019,Aditya,Brooklyn,Bay Ridge,Private room,80,1,1,2015-12-30,0.02,1,0
9758320,NYC Hamilton Heights Apartment,50324996,Electra,Manhattan,Harlem,Entire home/apt,125,21,0,,,1,0
9580218,Comfy Space in Gramercy/Manhattan,49592958,Jared,Manhattan,Gramercy,Private room,80,1,0,,,1,0
5212133,Large 1 Bedroom Apartment w/ Office in Greenpoint!,2265800,Sky,Brooklyn,Greenpoint,Entire home/apt,116,1,0,,,1,0
19720126,Spacious West Harlem Studio!,96742320,Anne,Manhattan,Harlem,Entire home/apt,98,2,2,2017-08-22,0.09,1,0
24358619,UWS Studio  - Great Neighborhood!,106837455,Lisa,Manhattan,Upper West Side,Entire home/apt,90,90,0,,,8,0
16334336,Modern Ridgewood Apartment!,105079063,Manuel,Queens,Ridgewood,Private room,65,4,20,2017-12-27,0.64,1,0
36041065,Large bedroom with private bathroom is suit,225118276,Alex And Mila,Brooklyn,Bedford-Stuyvesant,Private room,75,1,7,2019-07-06,7.0,1,326
6283028,A Gorgeous 1BR in a Luxury Building,3603806,Shir,Manhattan,Upper West Side,Entire home/apt,276,4,46,2019-04-27,1.15,1,9
12795109,Charming Pr Room in E. Williamsburg,59375053,Jacqueline,Brooklyn,Williamsburg,Private room,80,2,2,2016-05-29,0.05,1,0
15755439,2 bedroom  apartment in front of prospect park,3033622,Jose,Brooklyn,Windsor Terrace,Entire home/apt,90,7,1,2017-12-31,0.05,2,210
20235701,Very large sunny one bedroom that can be for 2-3,87814281,Sharon,Manhattan,Harlem,Private room,80,1,0,,,2,0
18721027,Spacious NYC Apartment with a View,47485343,Claire,Brooklyn,Sunset Park,Entire home/apt,75,3,2,2017-07-05,0.08,1,0
29411940,Charming & Sunny Brooklyn Heights Studio,5123477,Meryl,Brooklyn,Brooklyn Heights,Entire home/apt,120,3,2,2019-05-23,0.82,1,1
33617342,Brooklyn Spacious Sunny Apartment,39828340,Pascale,Brooklyn,Crown Heights,Private room,200,1,0,,,1,0
4887473,Cozy Brownstone Room Near NYU Hospital,24982697,Fidelia,Brooklyn,Sunset Park,Private room,65,30,11,2019-04-12,0.2,2,312
32915389,Modern & Cozy 2 BR Private Apartment in Brooklyn,246459949,Gk,Brooklyn,Bay Ridge,Entire home/apt,135,1,14,2019-06-14,3.59,1,271
23285672,Quarto Bronx (NY),136455880,Alvina Da Silva,Bronx,Fordham,Private room,34,1,2,2018-04-05,0.12,2,5
9864199,Greenwich Village Penthouse,38795245,Tomo,Manhattan,Greenwich Village,Entire home/apt,275,10,0,,,1,0
406926,Nolita apt. with private garden,2027134,Marie-Helene,Manhattan,Nolita,Entire home/apt,269,28,81,2019-07-03,0.93,1,122
13970217,Modern 2 BR Duplex apartment in Sutton Place - 42,80479138,Gordon,Manhattan,Midtown,Entire home/apt,225,30,7,2019-03-14,0.22,5,321
17545123,Clean and renovated apartment,119027851,Nance,Bronx,Longwood,Entire home/apt,130,2,62,2019-06-19,2.19,1,36
26828964,NYC Private room with everything included !!,201757076,Soledad,Queens,Briarwood,Entire home/apt,93,3,0,,,3,15
33279214,Corner Room in Midtown Manhattan | Outdoor Terrace + Fitness Center,239660813,Yotel,Manhattan,Hell's Kitchen,Private room,197,1,1,2019-05-17,0.57,10,342
8974316,"Great room in Upper Manhattan, New York!!!",4154037,Rajiv,Manhattan,Harlem,Private room,47,14,19,2019-05-26,0.54,2,210
27365908,"Williamsburg Penthouse, Large Private Deck",118403993,Arielle,Brooklyn,Williamsburg,Entire home/apt,600,2,23,2019-06-28,2.2,2,328
13762667,"EAST VILLAGE, Tompkins Park, Private Rm + Bathroom",1003394,Deep,Manhattan,East Village,Private room,110,4,12,2017-05-21,0.33,1,0
5136673,Spacious Brooklyn Loft/private room,8118080,Theresa,Brooklyn,Bedford-Stuyvesant,Private room,40,7,0,,,1,0
21788688,Historic Turret Retreat (Smart TV/Cable/Wifi),54921733,Louise,Brooklyn,Flatbush,Private room,85,7,3,2018-06-26,0.18,3,0
29063485,★ Your Cozy Home I Taxi Service I Backyard ★,219012245,Denise,Brooklyn,Canarsie,Entire home/apt,78,1,10,2019-06-16,2.17,1,3
33650996,"Cozy room in Downtown Manhattan, Two Bridges, Soho",253552326,Grace,Manhattan,Two Bridges,Private room,89,1,13,2019-06-10,5.2,4,153
16193749,Large 2 bed cozy room in queens,105753805,Kevin,Queens,Elmhurst,Private room,70,1,8,2019-06-08,0.26,1,302
10173750,Simple Affordable Room in Brooklyn,24840827,Prashast,Brooklyn,Bedford-Stuyvesant,Private room,55,1,0,,,1,0
22077540,"Cozy home in charming, central Fort Greene",6123811,Sherry,Brooklyn,Fort Greene,Entire home/apt,150,2,11,2019-06-13,1.46,1,0
18154888,Manhatten Luxurious 1 Bedroom,3191545,Kyle,Manhattan,Hell's Kitchen,Entire home/apt,229,30,0,,,23,149
34389680,Beautiful bedroom is Bushwick,221645033,Afrah,Brooklyn,Bushwick,Private room,50,1,1,2019-05-05,0.45,5,328
27637755,Unfinished basement unit under private house,64450303,Elizabeth,Brooklyn,Flatlands,Entire home/apt,65,2,97,2019-07-08,8.87,2,7
527076,"Great 1BR, 1BaR in Lux Bldg w Pool",2590219,Kyle,Manhattan,Upper East Side,Entire home/apt,175,2,0,,,1,0
7547439,"Quaint, Quiet East Village 1 BR",39549996,T.,Manhattan,East Village,Private room,78,16,9,2019-04-18,0.19,1,23
26919911,"Sunny, Artistic Getaway Near Prospect Park",5848252,Monica,Brooklyn,Flatbush,Entire home/apt,70,2,11,2019-02-24,0.93,1,0
5681745,Charming1 Bedroom Apt in Greenpoint,29456424,Dallas,Brooklyn,Greenpoint,Entire home/apt,150,2,8,2015-11-09,0.16,1,0
20255084,Beautiful One Bedroom In the Heart of Manhattan,144347177,Alexandra,Manhattan,Upper East Side,Entire home/apt,149,5,0,,,1,0
22064262,Spacious beautiful studio in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,Entire home/apt,150,30,5,2019-04-06,0.4,50,364
21891406,Bright studio size room in the East Village,42954481,Cindy,Manhattan,East Village,Private room,95,1,3,2018-10-29,0.16,1,0
12022833,Luxury building- 2BR/2BA in Chelsea,438593,SaeHo,Manhattan,Chelsea,Entire home/apt,350,1,2,2016-04-17,0.05,2,0
6913240,Bedroom + Study with private bath,15792771,Wenxin,Queens,Rego Park,Private room,80,4,2,2015-09-15,0.04,1,0
30735839,Comfy & Modern Private Bedroom w/ Bunkbed,230037325,Jay,Brooklyn,Bedford-Stuyvesant,Private room,55,1,3,2019-06-23,1.5,6,163
36183003,Private bedroom withWiFi minutes from Central Park,82406306,Marc,Manhattan,East Harlem,Private room,78,1,0,,,2,13
8733472,20 mins to Manhattan Entire Studio,475986,Mary Beth,Queens,Kew Gardens,Entire home/apt,100,1,14,2019-01-01,0.31,1,90
23171129,Renovated 1BR Apt  -  close to Grand Central & UN,21689645,Fazli,Manhattan,Murray Hill,Entire home/apt,145,10,2,2019-02-01,0.13,1,0
22044014,Entire Studio Steps from Central Park,105341430,Kseniya,Manhattan,Upper West Side,Entire home/apt,100,1,116,2019-07-02,5.99,1,65
12375976,Tompkins Square Apartment,16617640,Martin,Manhattan,East Village,Entire home/apt,99,20,2,2017-01-10,0.06,1,0
2793740,East Village loft; authentic NY.,9509125,Leo,Manhattan,East Village,Private room,250,3,0,,,1,365
14695540,Private Suite · Sparkling Clean · Memory Foam,12061634,Sarah,Brooklyn,Sunset Park,Private room,47,2,60,2019-06-24,1.71,1,4
22230294,"Large, Bright, Open 1-BR Oasis in Gramercy Park",1391186,Adam,Manhattan,Flatiron District,Entire home/apt,221,5,7,2019-03-29,0.38,1,1
13805038,MODERN WILLIAMSBURG DUPLEX NEAR ALL THE ACTION,8539684,Robert,Brooklyn,Williamsburg,Entire home/apt,250,4,10,2017-03-05,0.27,1,0
33123667,Perfect Place to just Sleep while you explore NYC,56349939,Oliver,Manhattan,Lower East Side,Private room,84,2,18,2019-06-29,5.35,1,21
3533604,Private Room in a two bedroom apt.,9510645,Rylan,Brooklyn,Bushwick,Private room,96,1,332,2019-07-06,5.57,2,355
17694203,Sun drenched Park Slope getaway..,50755667,Kyla,Brooklyn,South Slope,Entire home/apt,85,3,6,2019-02-20,0.23,3,98
19830008,Charming Private Room in the heart of East Village,139942077,Sahar,Manhattan,East Village,Private room,125,1,80,2019-06-28,3.35,1,340
8924966,1BR+Futon+Terrace 20' to Manhattan,27502041,Alex,Queens,Sunnyside,Entire home/apt,99,3,40,2019-06-10,0.91,1,128
8455561,Lorenna Gonzalez,17607789,Lorenna,Manhattan,East Harlem,Private room,59,1,0,,,1,0
21732716,Small Room in the great neighborhood ofPark Slope,55468128,Reina,Brooklyn,Windsor Terrace,Private room,42,1,88,2019-06-24,4.44,7,248
35785973,Custom home by lake and NYC,20024538,Liza,Staten Island,Arrochar,Entire home/apt,199,1,1,2019-06-30,1.0,1,81
26945036,Jungle Oasis In the East Village,8266306,Michelle,Manhattan,East Village,Entire home/apt,150,2,14,2019-06-22,1.36,1,0
9923485,Quiet Brooklyn Apartment,5879729,Stephanie,Brooklyn,Williamsburg,Entire home/apt,74,1,1,2016-01-03,0.02,2,27
13375936,Private room in the heart of West Harlem,33248485,Wyatt,Manhattan,Harlem,Private room,85,1,9,2016-07-19,0.24,1,0
7002406,Near Columbia University,36710507,Tao,Manhattan,Morningside Heights,Private room,80,1,0,,,1,0
35281795,Cute place,81295676,Vasiliki,Queens,Astoria,Private room,55,3,0,,,1,43
26138702,Clean and big bedroom close to manhattan,18260424,Tevfik,Queens,Sunnyside,Private room,73,1,1,2018-07-30,0.09,1,0
21062611,Great location bay ridge off shore road,8898944,Ahmed,Brooklyn,Fort Hamilton,Entire home/apt,99,2,28,2019-06-23,1.36,1,69
6560257,Luxury 1-Bedroom King Suite with Central Park View,836168,Henry,Manhattan,Upper West Side,Entire home/apt,1000,30,27,2017-05-04,0.57,11,364
21946665,Great One Bedroom Apartment - 20 mins from NYC,55184486,Amado,Brooklyn,Bushwick,Entire home/apt,149,1,74,2019-07-03,5.35,2,115
16205219,Double room in spacious Morningside apartment,28365672,Lucy,Manhattan,Morningside Heights,Private room,55,6,0,,,1,0
16766700,Quiet place to stay in Harlem,18451417,Jose,Manhattan,Harlem,Private room,39,4,75,2019-06-19,2.52,1,52
27205234,Guest Room With a Cute Backyard!,928165,Meg,Brooklyn,Bushwick,Private room,52,2,12,2019-01-04,1.19,1,0
12181485,"Sunny, beautiful Brooklyn studio",794042,Rhea,Brooklyn,Clinton Hill,Entire home/apt,115,5,8,2016-08-16,0.21,1,0
29561222,Quite and Comfortable,222559543,Carmen,Brooklyn,East New York,Private room,29,1,59,2019-07-05,7.25,2,54
2440846,Loft in Williamsburg! ,9872597,Sofia,Brooklyn,Williamsburg,Private room,70,5,8,2015-07-22,0.15,1,0
578941,Beautiful Park Slope 2 bedroom,2847655,Gideon,Brooklyn,Park Slope,Entire home/apt,159,2,4,2015-09-21,0.08,1,0
26638676,Home Sweat Home,46970670,Jasmine,Manhattan,Battery Park City,Entire home/apt,91,28,5,2019-05-16,0.41,1,47
23216381,Spacious Greenpoint Living,9804931,Byron,Brooklyn,Greenpoint,Entire home/apt,190,2,5,2019-06-16,0.32,2,5
35646737,"Private Cabins @ Chelsea, Manhattan",117365574,Maria,Manhattan,Chelsea,Private room,85,1,1,2019-06-22,1.0,5,261
4294640,"Bedroom, balcony and best of NY.",21499988,Joey,Brooklyn,Williamsburg,Private room,56,1,1,2014-10-26,0.02,1,0
8621133,✪ Friends & Family Downtown ✪ 2BR / 3 Bed ✪ Best !,41420696,Camila,Manhattan,Lower East Side,Entire home/apt,207,4,84,2019-06-23,2.16,1,88
19261252,Luxurious Designer brownstone with backyard,5453550,Christine & James,Brooklyn,Clinton Hill,Entire home/apt,425,4,38,2019-07-02,1.74,3,262
24758343,Large 1 bedroom Upper East apartment,25146744,Dana,Manhattan,Upper East Side,Entire home/apt,199,5,1,2018-08-05,0.09,1,0
23989379,Central Harlem Sanctuary for the Bookish Type(s),180467103,Chloé,Manhattan,Harlem,Entire home/apt,90,7,1,2018-11-27,0.13,1,24
19905170,Sunny Apartment in Brooklyn,34388017,Gabrielle,Brooklyn,Crown Heights,Entire home/apt,175,3,0,,,1,0
2374228,Amazing Two Bedroom Apartment,12129877,Andre,Brooklyn,Crown Heights,Entire home/apt,120,2,193,2019-07-01,2.97,2,292
30293282,It's a Delightful Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,Private room,48,1,57,2019-07-04,7.57,5,199
11276229,Triplex w/ 2 full bed/bath and high ceilings,47481444,Trace,Manhattan,Gramercy,Private room,200,1,0,,,1,0
33833887,Sonder | Stock Exchange | Vintage 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,228,2,1,2019-05-26,0.68,327,357
34741976,Charming Studio in Meatpacking District/Chelsea,262011998,Elizabeth,Manhattan,West Village,Entire home/apt,220,2,3,2019-06-23,3.0,1,58
26895277,Spacious Apt. + Waterfront Terrace in Manhattan,202319331,Rodrigo,Manhattan,Lower East Side,Private room,80,4,6,2019-05-20,1.7,1,0
